F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
167.22,21.14,Rest,-17.46,1352.97,-65.82,-26373.54,-6.48,848.16,13.22,Medium,5.08,-59.19,-160.22,1486.44,-30.36,-6914.98,-26558.04,-8.4,3.87,2116.56,-10.72,4,4270.81,50257.53,220.9,400.04,1716.18,303.06,-5140.89,3.61,-39.83,210,-218.96,387.06,5,1610.93
107.64,-7.48,UK,-16.32,3071.25,181.86,-10439.25,150.16,1083.12,10.76,Very high,22.14,-56.58,-252.39,2145.76,-68.94,-2963.42,-20700.22,-4.77,68.58,2800.08,-11.5,2,3456.59,31463.85,108.96,765.86,1253.84,222.93,-4079.52,1.37,-32.63,160.72,-117.02,687.49,3,2251.99
306.14,126.12,Rest,-18.14,1172.25,128.06,-21194.37,201.26,760.36,7.59,Medium,15.44,-53.01,-125.68,1518.38,-72.42,-19493.74,-26667.78,28.56,2.43,1417.62,-7.68,3,3974.11,20300.34,300.74,1008.1,1071.46,369.12,-6156.24,5.7,-24.23,184,-167.62,216.54,4,2535.19
224.72,-14.8,UK,-16.94,3535.2,4.56,-31320.51,95.42,898.17,9.56,Very low,-5.72,-85.65,-206.11,1587.88,-75.51,-13445.1,-17845.7,-17.88,0.09,3067.77,-13.55,4,3808.95,29345.4,224.09,2222.48,2422.52,91.62,-8091.06,6.48,-34.84,136.32,-99.2,512.39,7,-2603.93
111.86,85.04,Rest,-10.08,2615.91,-101.04,-26426.28,109.42,1201.68,9.2,Low,24.22,-57.03,-157.53,2392.04,-79.68,-20412.54,-18890.48,15.39,13.14,2495.61,-7.64,4,685.71,20214.57,227.15,830.62,1144.4,432.24,-5804.07,2.94,-48.48,222.02,-170.37,997.65,4,366.28
160.72,119.26,UK,-27.44,3132.87,-10.98,-18372.39,111.16,1149.86,9,Very low,14.5,-67.44,-175.3,2257.84,-66.39,-23999.9,-16045.12,-6.24,24.78,2935.17,-7.96,4,-20.11,22218.48,214.85,-12.52,727.6,371.37,-6176.13,2.11,-13.13,195.42,-142.62,1161.17,5,-468.55
308.9,-46.26,Europe,-17.64,2899.83,73.98,-35487.3,63.2,589.79,9.05,Very high,15.92,-52.98,-224.97,2616.38,-75.51,-18083.2,-21321.84,-0.63,1142.34,2567.55,-1.66,5,7910.4,15933.06,229.75,1119.96,1915.9,114.72,-8610.45,4.13,-24.89,216.92,-168.51,461.15,3,3727.88
266.6,31.84,Europe,-18.5,3207.42,-13.16,-15399.99,96.2,893.26,9.17,Medium,12.56,-62.46,-223.02,1067.02,-69.84,-12710.44,-21677.64,-11.1,376.41,3380.1,-10.83,5,2962.33,32895.03,231.47,181.46,1136.28,306.48,-6051.42,5.49,-59.18,278.26,-219.96,679.09,5,3255.25
177.84,91.14,Rest,-20.18,2251.77,118.48,-11617.26,14.72,1150.81,10.4,Very low,16.82,-58.32,-112.39,2561.06,-63.36,-15981.26,-16874.46,-4.77,137.79,1764.6,-9.33,2,5012.93,33316.41,269.11,239.16,1249,288.21,-4251.87,3.51,-63.38,169.56,-121.5,441.78,4,428.41
229.96,-23.12,Europe,-22.5,2014.53,103.7,-26047.35,175.56,563.23,4.52,Very low,0.04,-59.76,-95.52,1360.08,-62.94,-18440.62,-24553.62,-22.05,0.03,2369.19,-10.09,0,3904.04,35498.25,250.71,859.66,2527.18,231.24,-5333.67,3.14,-82.72,133.44,-175.27,167.18,4,370.75
143.74,60.56,Rest,-27.66,2912.25,69.38,-14158.5,39.28,914.56,9.64,Very high,27.8,-60.57,-212.8,917.18,-71.34,-14466.54,-27980.34,-6.33,30.12,1940.07,-20.38,4,7035.06,20165.46,200.92,1294.64,2061.98,347.31,-6074.01,3.63,-26.18,136.44,-193.5,52.23,5,2839.52
66.7,-228.58,Rest,-23.84,1756.11,-164.38,-32771.97,129,245.56,9.78,Very low,16.7,-86.19,-182.13,2812.14,-53.37,-12601.72,-12724.3,-1.8,1314.78,-61.29,-5.9,2,7101.3,-5504.82,137.41,1620.16,1645.84,388.83,-5646.12,3.24,-25.43,337.18,-124.7,660.35,3,-1410.42
348.4,99.56,UK,-12.54,2282.67,-142.72,-25745.73,-46.22,831.34,4.94,Very high,27.4,-59.28,-211.78,1551.36,-79.26,-28570.32,-18005.68,-5.91,2.34,3020.97,-9.77,8,4186.99,10023.42,207.83,912.76,3023.18,196.8,-6798.48,0.93,-26.55,214.32,-60.89,563.23,5,615.44
232.38,-104.1,USA,-22.8,3118.23,-10.96,-12375.69,111.36,930.07,9.23,Very low,14.4,-60.93,-142.75,1544.94,-53.07,-24084.7,-12269.06,-0.03,0.78,2005.29,-9.49,1,3254.26,40941.84,191.54,23.36,2226.14,364.26,-5705.31,1.94,-25.79,179.7,-185.27,855.31,4,79.59
153.66,8.04,Rest,-24.84,4177.92,3.24,-16439.04,83.28,679.19,11.93,Medium,9.18,-62.19,-180.62,997.34,-99.39,-11004.26,-13694.22,4.83,1.2,2575.68,-14.42,8,3336.46,24073.17,225.32,1571.3,3069.3,237.45,-8468.7,2.04,-86.51,132.58,-159.81,151.63,2,589.02
215.04,18.84,Europe,-15.78,2333.34,10.22,-24608.52,134.92,961.51,9.74,Very high,18.54,-51.84,-314.28,893.1,-59.64,-15951.8,-17420.2,-20.88,121.14,839.22,-13.11,4,2887.77,28130.4,243.96,136.66,1067.58,312.18,-9638.94,11.99,-50.27,125.3,-194.48,-48.21,4,3818.24
166.7,58.02,UK,-20.2,1737.21,164,-16357.29,87.74,639.27,-0.95,Low,20.48,-77.01,-174.97,3182.52,-79.95,-13405.36,-12159.08,-16.17,2.4,2567.1,-16.27,6,5832.24,10184.19,122.22,-329.86,1890.18,338.25,-2881.71,1.36,-59.04,236.26,-162.66,1100.11,7,-2685.92
252.2,-170.48,UK,-20.52,2085.48,-30.54,-42860.43,-5.4,-121.21,3.6,Very high,22.18,-51.18,-205.1,2515.4,-69.09,-11306.78,-17577.26,3.06,0.03,1324.89,-0.71,4,-1419.71,12991.47,283.26,780.64,662.96,331.98,-6081.72,4.22,-24.78,264.88,-280.49,210.96,7,-67.8
226.44,61.34,Europe,-23.44,2457.3,-44.44,-14297.19,37.66,365.64,10.51,Low,21.18,-54.3,-169.91,1492.98,-59.55,-15821.88,-18572.18,21.99,0.03,2028.24,-12.01,2,8927.13,14475.33,233.85,-552.92,1606.52,338.55,-7133.49,9.76,-131.57,224.04,-162.96,663.85,4,343.2
169.44,15.68,USA,-11.42,2926.77,-130.62,-16500.33,-41.3,704.9,8.34,Very low,15,-78.42,-212.92,1571.88,-66.66,-6866.88,-33137.86,-3.12,21.18,3009.81,-16.87,3,943.85,27669.39,337.58,131.68,1622.76,298.74,-6545.79,2.37,-24.24,151.6,-144.68,707.92,1,395.25
201.54,-76.44,Europe,-20.1,2629.86,-31.62,-16283.73,88.64,1004.34,7.93,Very low,20.72,-64.65,-183.73,2118.92,-69.21,-15327.48,-22833.12,-0.99,1.65,2109.84,-8.69,3,-78.96,28733.55,268.07,-300.02,1412.3,268.35,-6009.93,5.62,14.1,297.1,-167.48,202.12,4,-48.78
67.02,30.02,USA,-21.9,3079.11,39.42,-22155.18,6.94,168.36,9.81,High,17.12,-66.63,-167.21,1058,-34.17,-20539.84,-14546.78,7.44,18.72,1536.48,-7.94,3,5367.67,25636.65,244.14,1085.4,2065.42,345.03,-7329.93,6.66,-33.09,234.78,-176.28,83.17,3,735.08
238.66,109.26,Rest,-8.9,2150.4,35.76,-29746.71,152.26,660.63,10.86,High,17.62,-79.26,-74.32,1582.1,-47.79,-15628.26,-23155.3,-8.19,0.27,1810.29,-13.58,9,5560.99,34675.38,218.48,912.14,2945.92,221.31,-6309.39,2.13,-26.56,133.94,-167.19,506.99,9,-1541.47
227.16,-20.46,USA,-27.66,2584.35,42.34,-36168.33,140.34,579.55,11.15,Very high,13.68,-53.22,-163.58,2262.68,-66.39,-13894.74,-11712,-8.43,0.99,1748.64,-10.77,1,6512.08,22942.17,259.09,1070.88,2437.12,269.34,-7924.47,4.86,-94.4,228.12,-183.07,823.96,7,221.52
174.14,31.3,UK,-17.18,1150.98,28.6,-19639.44,3.82,714.36,-1.81,Medium,-3.18,-54.66,-153.52,1730.24,-64.05,-13176.88,-27574.86,-11.43,5.19,2334.93,-10.29,4,2606.65,32854.86,236.33,871.66,1589.2,319.47,-6241.74,0.23,71.17,207.02,-149.25,791.85,7,933.24
130.02,139.78,Rest,-15.12,2378.34,19.58,-25921.83,142.38,767.27,15.11,Very high,15.28,-73.98,-181.88,2191.28,-77.07,-15021.7,-18658.14,-29.34,42.24,2996.85,-12.61,7,3334.3,25445.31,235.67,1480.88,2800.22,214.74,-5503.29,6.75,29.61,236.42,-167.18,785.78,6,-1106.38
289.16,119.16,UK,-28.54,2607.15,-18.84,-31022.73,83.1,517.38,11.09,Medium,26.54,-55.14,-192.77,1415.46,-70.59,-28103.44,-21413.46,37.29,1.68,1183.62,8.74,3,1769.14,21220.95,331.63,-19.98,1821.76,216.48,-6778.23,3.02,9.13,241.92,-168.89,236.44,4,1364.27
143.02,33.02,UK,-24.36,2148.99,-77.14,-26212.92,132.72,1020.39,7.73,Low,13.06,-63.03,-190.91,1846.82,-57.18,-14411.14,-20129.08,23.22,24.54,2430.84,-11.14,4,2711.37,28595.88,185.07,1073.98,1570.82,131.16,-4374.57,2.69,-158.4,260.48,-115.87,443.4,4,618.33
255.4,-63.62,Rest,-32.14,1921.77,-2.52,-27471.96,128.88,397.88,10.07,Medium,11.98,-54.93,-188.4,1087.7,-65.16,-15675.74,-18875.76,0.48,0.06,3350.4,-15.76,6,7734.21,25680.9,166.8,776.68,1995.84,201.03,-7009.95,2.06,-28.8,165.84,-101.49,465.97,3,1172.1
144.86,-106.16,Europe,-16.9,2813.22,-70.32,-19712.76,85.78,680.75,11.06,Medium,24.46,-67.56,-232.62,2226.34,-65.79,-18427.18,-21494.16,4.23,114.69,1977.15,-15.82,5,3006.46,21445.29,211.19,739.32,2283.28,219.33,-5733.24,7.88,-22.7,268.66,-176.63,776.83,0,2440.2
128.48,-19.34,Rest,-16,2567.61,86.54,-18389.91,165.08,1115.87,8.96,Very high,7.5,-91.86,-159.57,1220.38,-73.68,-8864.1,-14695.62,-7.53,3.27,1843.02,-13.99,6,3122.65,22557.48,228.19,43.18,1338.76,414.33,-7885.02,9.76,-22.03,193.88,-141.89,306.41,5,-1418.16
159.18,-88.76,Europe,-17.32,874.92,-24.36,-23089.59,114.42,1001.46,9.05,High,5.88,-52.17,-183.46,1341.04,-68.79,-17298.7,-22193.22,-29.16,4488.27,3264,-11.74,2,3257.21,24003.99,215.29,-134.38,1549.48,397.95,-8622.21,11.35,-7.22,265.8,-176.44,922.81,4,3830.93
287.12,-52.86,UK,-27.36,1385.43,28.66,-15029.55,30.64,1025.27,8.46,Very low,13.18,-58.68,-87.97,849.8,-97.05,-7707.5,-15486.58,-1.77,109.65,454.14,-9.62,0,3358.84,33233.49,259.7,1265.8,1790.28,484.38,-5524.38,4.73,-31.89,168.8,-123.08,806.17,4,1718.51
147.54,99.5,UK,-26.14,1044.96,162.26,-12466.68,100.14,1150.81,6.88,Medium,12.12,-93.42,-162.56,172.34,-63.51,-18956.06,-17882.98,-4.2,27.09,3138.81,-9.65,3,5500.69,39494.7,192.42,766.36,1455.54,272.31,-6077.52,3.27,-50.68,283.92,-188.85,335.06,5,-88.9
244.74,81.46,Rest,-19.3,1988.37,-82.38,-16492.56,78.84,497.9,6.59,High,17.16,-60,-155.75,1606.14,-61.2,-25048.24,-26499.76,-3.33,1.56,3480.87,-10.37,7,3438.06,28683.63,206.99,686.62,885.96,336.78,-6464.19,1.7,-47.29,104.46,-118.93,518.34,7,187.64
221.46,-53.12,UK,-28.74,2088.63,3.98,-27772.86,85.64,1288.51,10.45,High,24.24,-71.31,-185.01,2003.1,-64.95,-22874.42,-24207.22,43.11,2.25,3068.91,-7.7,3,158.61,37569.69,264.03,1248.44,1901.28,297.12,-7339.5,4.07,-82.55,228.56,-198.34,343.6,6,-69.09
142.4,-64.52,Europe,-26.18,707.34,-54.7,-30558.75,123.74,1246.84,10.32,Low,14.24,-55.68,-174.38,1261.14,-96.36,-10766.42,-19480.68,-6.33,0.9,1276.53,-11.72,5,5464.33,35653.11,246.39,646.84,1676.32,497.7,-6640.38,1.33,8.42,259.86,-168.96,194.53,5,759.37
107.9,5.94,Rest,-15.4,2194.95,-309.84,-33324.6,44.5,493.26,8.93,Very high,28.14,-64.89,-186.08,2637.08,-62.1,-12320.9,-33633.26,9.33,3.48,977.61,-7.89,5,4837.65,21965.43,265.29,932.88,684.94,343.5,-9027.87,4.54,-28.47,215.72,-155.98,578.99,4,1306.29
210.98,26.88,USA,-15.04,1946.01,46.82,-29731.92,122,395.39,10.6,Very low,13.88,-63.99,-171.03,1944.88,-63.06,-13805.9,-14695.3,-3.93,5.34,3942.6,-7.46,4,830.79,28225.95,243.78,578.06,1880.34,366.45,-6720.84,8.36,-56.15,256.16,-146.05,364.19,3,6.64
188.52,172.94,Rest,-29.1,3970.71,187.62,-13894.62,-10.84,1139.24,18.27,Low,15.88,-62.94,-233.54,2876.24,-85.65,-3679.08,-22407.26,-10.71,1.11,1004.85,-10.05,3,3839.71,17807.58,186.16,727.44,1226.64,280.83,-6131.49,0.41,-16.79,255.06,-118.76,1066.04,3,-739
201.3,21.02,Europe,-16.74,3378.6,-8.76,-31399.8,136.46,1203.24,6.58,High,14.1,-62.61,-227.94,1652.3,-59.46,-16281.82,-8785.18,9.3,2.01,1482.99,-8.94,4,6537.66,24722.61,201.29,1960.38,1405.26,405.78,-6874.68,1.98,-10.1,231.16,-130.25,397.1,4,480.05
178.6,-25.02,Europe,-14.34,1055.97,-165.7,-19374.36,155.26,129.96,7.64,Low,15.18,-52.44,-146.51,1550.6,-64.59,-19263.24,-30794.32,-13.95,125.91,2044.5,-6.4,3,2668.12,14346.12,201.07,50.2,1018.84,270.42,-8107.41,3.58,-17.97,203.26,-174.38,472.36,6,3563.3
299.64,46.98,USA,-30.44,2269.77,-23.16,-2701.23,115.16,1093.54,9.26,Low,15.1,-62.7,-203.44,970.14,-74.4,-9111.7,-13545.12,-6.6,7.38,2512.32,-10.23,4,3810.61,17979.51,207.53,1781.64,1531.42,291.57,-6773.16,4.17,-56.7,174.52,-133.6,494.51,5,262.44
178.04,38.94,Rest,-19.88,2033.91,128.56,-22248.27,32.52,889.81,11.1,High,15.08,-60.6,-162.13,1283.76,-73.02,-23516.22,-13763.14,-12.03,3.69,2880.63,-9.01,5,10856.3,8393.67,258.66,633.1,2466.32,391.08,-8928.12,7.71,-38.61,244.46,-158.79,1071.45,3,1548.4
248.4,30.38,Rest,-22.94,3142.95,3.06,-25387.86,83.42,892.89,4.29,High,18.72,-60.96,-253.2,1776.76,-67.56,-14737.1,-31581.8,1.44,4.68,3033.06,-9.34,6,-3015.97,17259.78,233.23,892.22,2409.98,432.81,-4806.18,1.1,79.63,151,-170.27,528.62,4,1884.64
97.94,23.4,Europe,-18.74,2792.43,-47.06,-36219.99,88.14,893.33,8.4,Low,12.6,-59.31,-268.18,1979.42,-66.54,-25042.62,-26892.72,0.09,0.3,2761.5,-12.09,4,7784.99,20682.27,217.48,289.34,1428.62,370.92,-5907.15,2.99,-7.29,234.56,-193.69,699.36,2,1118.59
189.58,-23.46,USA,-26.98,1934.7,-89.26,-16217.04,117.14,424.81,4.63,Low,16.9,-50.85,-233.85,850.86,-57.93,-20695.84,-13416.44,-3.75,0.96,1148.61,-6.72,5,1836.36,27977.58,224.04,785.34,1133.34,443.61,-1897.56,2.09,8.02,197.82,-137.25,767.51,3,768.82
57.36,-34.22,UK,-24.18,1190.79,83.68,-13637.13,4.04,322.73,10.63,Very low,12.14,-81.03,-192.62,1006.3,-76.29,-14121.62,-19795.18,-2.16,0.24,2846.43,-16.92,6,6190.18,34528.14,190.95,1181.02,2114.78,285.42,-5050.44,5.16,-109.7,208.96,-220.75,368.24,5,-1447.25
172.8,-113.04,UK,-22.14,3700.95,65.26,-30831.39,-9.4,330.89,5.14,Very high,16.16,-58.5,-170.85,1928.06,-72.36,-15390.36,-25659.58,-9.87,8.7,2013.96,2.81,5,4251.2,22237.59,274.06,468.1,1682.56,333.69,-4922.31,3.29,-56.32,219.08,-121.43,1281.69,11,81.35
132,-3.7,UK,-21.54,400.71,0.24,-32478.33,-20.56,784.08,11.17,Medium,24.12,-59.61,-211.7,1628,-65.31,-14817.02,-10719.74,-7.11,9.9,1604.94,-10.16,4,5130.47,28192.89,170.24,699.76,1277.86,553.77,-3900.3,2.35,-31.66,235.6,-152.9,634.08,3,963.78
213.34,-73.36,USA,-17.44,2630.22,-74.34,-14891.76,79.08,905.34,18.33,High,23.68,-60.93,-210.7,2277.48,-75.42,-18392.98,-19995.56,-9.51,1329.21,2238.27,-11.43,4,4219.97,25636.08,205.56,713.3,1051.92,357.45,-4052.04,3.32,-30.85,206.9,-211.3,82.94,5,770.96
148.22,-215.66,Rest,-10.04,3026.49,182.62,-34488.39,133.54,724.22,9.77,High,9.68,-57.36,-263.18,2365.02,-74.91,-20527.7,-24667.62,-30,1.23,1666.08,-15.85,5,4405.46,14187.27,215.66,366.5,1926.4,466.98,-6375.21,1.25,-24.09,226.46,-113.74,900.55,2,1742.45
155.26,-179.24,Europe,-28.48,2696.37,-50.5,-28970.31,123.18,1049.74,8.84,High,20.76,-64.14,-154.46,1542.74,-65.58,-13271.18,-11833.76,25.23,1.65,2611.53,-15.11,4,1560.44,28357.65,249.59,-304.78,1977.24,344.13,-6975.57,1.64,23.94,275.82,-129.71,785.2,3,932.81
196.12,32.86,Europe,-18.52,2851.14,-19.66,-21793.77,85.48,900.22,9.41,High,13.28,-76.47,-96.68,1525.38,-83.61,-24105.2,-29069.46,4.98,2.7,4196.94,-10.95,2,2985.62,28083.66,206.67,395.88,2142.38,323.58,-6596.61,3.69,-35.13,203.08,-215.2,1364.82,3,1377.4
238.8,-1.28,USA,-14.86,2480.37,2.3,-26277.42,149.98,1236.52,10.28,Low,20.22,-62.88,-237.47,1967.36,-68.43,-17675.4,-8262.78,-8.7,23.91,2068.29,-13.29,1,4996.44,29216.43,251.59,419.92,2403.66,478.17,-6359.61,1.01,-38.66,168.56,-143.96,735.75,7,-47.8
139.68,6.6,USA,-27.6,5641.32,-1.54,-13623.72,154.86,915.37,4.55,Very low,5.56,-59.55,-175.66,1551.26,-51.75,-11531.76,-24632.7,-7.08,22.65,2015.4,-13.38,2,5728.5,6795.48,223.82,704.48,2142.62,285.96,-6142.53,0.7,-9.41,201.36,-186.92,407.47,6,338.22
319.5,13.42,UK,-16.6,1210.56,116.34,-20344.08,157.82,963.72,6.86,High,27.94,-63,-321.37,1150.72,-102.18,-2953.86,-16529.82,-1.62,0.81,2066.22,-11.66,2,2595.82,29591.46,213.35,1103.44,2430.18,471.39,-6537.78,3.93,-30.18,231.62,-192.26,660.03,6,606.25
181.66,-16.86,Rest,-14.9,2117.67,-21.46,-31905.42,128.14,177.43,15.08,Very high,9.88,-60.36,-158.05,1117.46,-34.44,-24610.98,-21826.52,10.89,0.06,2709.3,-10.87,7,4993.16,23815.86,154.11,1077.7,1679.2,198.18,-5084.34,2.12,-8.29,175.28,-175.58,206.16,3,1565.41
296.88,20.76,Rest,-13.96,64.14,47.46,-20228.52,-30.44,895.61,8.81,Very high,14.22,-56.58,-172.37,944.04,-54.12,-14433.26,-21702.56,7.08,0,3422.07,-11.67,5,6708.91,25841.46,190.11,-367.14,2468.18,267.03,-9259.47,10.1,12.53,138.94,-240.96,681.06,4,1327.38
257.36,-6.24,Rest,-22.66,2249.22,32.08,-22413.72,149.46,871.13,10.88,Very high,-2.64,-64.05,-216.14,1438.44,-54.42,-10263.2,-26481.84,-3.27,0.3,1350.3,-6.01,8,630.14,20966.52,197.74,750.46,1960.82,176.94,-5255.1,0.28,-36.19,211.6,-150.58,931.6,4,842.83
121.26,-25.92,Rest,-27.22,2309.1,-37.96,-6998.34,123.14,541.17,10.94,Very high,45.06,-81.69,-228.73,1266.26,-68.7,-18674.78,-11443.64,-5.13,0.15,1400.73,-5.81,3,5935.62,25942.89,159.8,1039.78,2101.6,336.24,-7665.39,1.8,-48.01,94.86,-169.3,1060.16,4,-1157.68
263.86,161.92,USA,-29.96,-109.11,-42.64,-81.51,112.24,664.11,17.37,Very low,13.54,-64.62,-187.47,1199.1,-53.28,-14549.88,-16886.44,-3.45,0.66,1642.2,-6.48,3,2607.11,10403.73,226.21,2106.18,2881.66,229.62,-7724.34,11.44,62.54,187.28,-91.1,840.5,4,-3.4
183.26,137.08,Europe,-24.16,971.16,0.98,-21443.19,148.36,580.73,-0.6,Very low,16.12,-58.47,-238.33,2435.82,-69.69,-25732.16,-8925.48,-1.23,0.66,2154.06,-8.44,7,-430.45,29501.91,183.73,1685.02,1309.16,233.34,-7459.77,3.88,-57.61,169.68,-86.39,418.12,7,-161.08
158.84,89.36,USA,-18.54,2414.55,3.6,-9197.61,100.74,219.96,11.21,Very high,16.14,-75.66,-182.54,1780.9,-66.42,-8875.48,-14195.44,-4.74,47.16,127.92,-6.02,3,4198.95,41458.71,196.54,471.06,1011.1,413.94,-5727.84,1.97,-35.48,274.26,-159.94,913.51,4,326.99
207.6,-175.4,USA,-15.06,1812.24,-183.9,-37450.65,127.18,943.3,25.03,Very high,22.66,-66.09,-169.77,1715.22,-67.92,-26016.92,-22518.06,-3.45,37.83,2839.44,-9.87,3,5758.77,26949.78,244.46,1953.98,2715.98,133.89,-6667.95,7.77,12.93,241.8,-174.23,677.21,5,593.5
120.58,157.82,Rest,-17.86,3190.14,-3.3,-27585.03,61.36,1305.45,12.74,High,14.28,-82.59,-158.25,1810.44,-73.38,-11547.9,-25122.7,-8.43,6.06,959.7,-7.66,3,2467.6,27909.93,364.98,227.76,1131.3,317.49,-4952.88,3.52,-46.74,139.34,-145.7,769.38,2,244.48
92.94,-9.1,USA,-19.72,2028.63,33.3,-31266.93,106.78,1163.7,0.9,Low,6.18,-66.9,-127.81,1788,-58.29,-11081.94,-9142.54,-6.66,5.7,4702.14,-6.38,8,8019.94,39245.37,172.82,922.4,1990.06,386.7,-6181.5,10.05,-27.06,124.62,-174.65,644.72,3,-120.26
208.48,35.44,Europe,-25.44,3634.77,-9.5,-15230.31,106.52,1217.14,6.64,Medium,14.02,-61.62,-250.22,1143.54,-66.27,-28852.54,-27176.44,11.25,0.81,3258.69,-10.43,3,5382.72,23534.88,227.24,1157.26,715.42,317.76,-5987.91,4.89,-91.44,132.74,-159.75,831.31,4,2728.13
224.56,-24.34,UK,-30.64,4014.39,-125.94,-21060.96,86.76,999.61,10.73,Medium,16.24,-56.22,-192.15,1745.72,-89.04,-16371.4,-15785.68,-4.71,0.12,1996.02,-10.42,0,460.93,31117.17,200.11,1018.74,1038.06,110.61,-3756.54,12.53,-7.03,98.56,-142.53,43.09,3,897.97
180.64,27.06,Rest,-33.94,3202.59,42.82,-16624.29,143.48,482.63,6.59,Medium,31.92,-53.76,-158.85,2201.44,-72.63,-22922.44,-13791.84,-17.79,3.87,3079.62,-2.05,5,3828.58,18757.71,193.53,-249.72,1114.36,326.7,-5976.72,14.25,-20.77,191.86,-127.68,558.4,1,1621.02
203.36,-34,USA,-23.74,465.42,-21.64,-24627.48,154.28,1117.87,10.89,Medium,23.08,-58.8,-184.94,1426.88,-67.74,-9833.48,-21455.54,-10.77,4912.68,3040.68,-9,4,5576.42,45463.26,220.97,11.7,1300.38,359.97,-6044.61,0.72,-43.61,314.9,-181.37,740.38,0,2230.04
190.14,-140.58,Rest,-20.7,561.51,-113.94,-31348.77,60.42,802.14,17.02,Very high,17.42,-64.8,-184.28,2089.04,-74.04,-27197.9,-22121.76,2.76,0.27,2109.15,-13.22,6,460.19,38261.37,234.27,1510.34,1821.36,284.61,-6203.97,3.79,17.02,52.28,-144.91,899.99,3,197.81
251.58,81.14,Rest,-18.38,2165.07,173.22,-13127.13,139.54,876.31,11.41,Very high,15.04,-62.79,-93.41,2338.82,-67.89,-22692.24,-15253.12,-12.54,0.81,2605.47,-11.4,4,2987.64,22728.57,238.85,1731.78,1596.54,142.5,-6276.81,4.03,-45.31,136.06,-174.66,1017.85,3,403.03
288.18,222.08,USA,-18.74,2468.49,153.14,-31097.85,85.06,616.38,6.27,High,5.4,-64.56,-199.8,1191.16,-81.81,-15296.36,-24275.42,-7.02,8.7,2520.03,-10.25,3,9438.5,30330.06,253.25,138.46,1926.64,347.64,-7340.28,5.2,-5.44,184.56,-212.48,728.57,5,684.79
299.42,-14.94,UK,-12.88,944.04,-17.86,-8871.72,131.76,862.04,3.35,Medium,14.66,-64.17,-191.42,2848,-80.25,-31215.54,-17509.16,10.05,143.58,2965.68,-10.72,10,7174.37,18079.98,258.71,391.86,1130.6,200.91,-6153.63,3.5,-77.73,200.24,-135.69,159.95,4,-288.28
222.32,21.84,Europe,-27.28,2598.45,19.36,-30747.78,10.02,502.17,5.49,Medium,12.38,-60.69,-183.07,2129.54,-88.29,-19537.42,-16310.3,-5.1,2.61,2482.32,-12.61,5,3717.93,30184.68,345,812,2433.62,266.52,-7510.95,2.07,-6.64,323.28,-211.44,921.68,5,-13.75
274.6,88.86,Rest,-17.48,1605.93,20.04,-34200.06,121.72,368.57,11.55,High,-0.32,-66.69,-204.25,3093.34,-56.1,-5415.68,-23570.6,13.47,195,976.35,-9.92,2,8175.58,25462.44,271.94,1215.32,2287.36,396.33,-5451.93,1.38,-82.4,210,-188.72,457.17,7,-540.92
155.22,-244.62,Rest,-13.68,3966.75,-27.58,-24292.29,79.44,703.72,14.22,Very high,4.14,-54.93,-183.34,914.04,-52.92,-14556.2,-20998.36,-21.75,1.14,3024.72,-10.33,4,133.28,23964.24,213.64,-309.28,2210.42,408.87,-6631.5,3.71,-45.08,165.72,-316.91,636.71,1,2944.64
164.48,-35.02,Europe,-16.58,-1248.42,-178.04,-28672.71,13.5,399.98,17.51,High,10.4,-54.54,-151.69,238.5,-92.25,-17888.7,-15004.22,9.93,0.03,2210.19,-18.01,1,4560.21,38151.96,308.06,806.02,1662.08,369.21,-5867.85,3.75,-23.36,186.58,-154.99,648.85,4,3424.19
264.5,-26.2,Europe,-21.18,2105.67,-53.82,-34117.92,98.36,1155.09,3.62,Very high,18.92,-57.51,-152.46,2102.5,-93.81,-16788.2,-15277.26,11.52,102.69,3036.51,-10.19,5,7132.18,19561.05,221.44,245.86,2238.6,242.67,-3743.67,8.02,-30.56,194.46,-162.86,365.09,2,3457.4
158.4,45.46,USA,-34.56,790.65,-46.26,-14928.51,116.14,703.09,8.92,Very low,2.08,-55.74,-175.09,1852.12,-58.62,-12344.32,-28862.14,5.55,0.06,1448.49,-8.98,2,4797.5,24138.12,233.51,1633.64,2291.68,351.51,-6478.35,1.32,-27.6,199.18,-265.31,220.35,6,40.32
120.3,70.88,Europe,-21.64,2951.91,1.22,-14810.94,39.42,1078.46,11.85,Very high,13.76,-63.3,-197.97,1853.4,-74.25,-13624.82,-15876.7,6.48,0.06,2668.83,-12.51,6,6378.59,25818.51,188.5,1413.28,1801.02,173.4,-6062.97,9.7,-26,151.5,-254.7,711.77,7,-137.86
126.36,18.74,UK,-16.88,3775.32,-106.62,-31625.61,58.02,987.49,5.4,High,10.78,-55.56,-146.22,831.32,-81.96,-8613.28,-15218.28,-6.54,64.17,3992.46,-8.31,4,2388.73,31569.33,211.78,360.18,3148.6,268.83,-5455.77,4.76,-73.13,218.74,-172.12,949.12,5,1834.44
